Food Name,Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Starch (g),Total sugars (g),Cholesterol (mg)
,PROT,FAT,CHO,KCALS,STAR,TOTSUG,CHOL
,Protein,Fat,Carbohydrate,kcal,Starch,Total sugars,Cholesterol
"Oatcakes, plain, retail",9.3,20.0,62.8,453,59.6,3.2,4.9
"Octopus, raw",17.9,1.3,Tr,83,Tr,Tr,48.0
"Oil, coconut",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, cod liver",Tr,99.9,0.0,899,0.0,0.0,570.0
"Oil, corn",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, cottonseed",Tr,99.0,0.0,891,0.0,0.0,0.0
"Oil, evening primrose",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, grapeseed",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, hazelnut",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, olive",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, palm",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, peanut (groundnut)",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, rapeseed",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, safflower",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, sesame",0.2,99.7,0.0,898,0.0,0.0,0.0
"Oil, soya",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, sunflower",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, vegetable, average",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, walnut",Tr,99.9,0.0,899,0.0,0.0,0.0
"Oil, wheatgerm",Tr,99.9,0.0,899,0.0,0.0,0.0
"Okra with tomatoes and onion, Greek, homemade",2.8,16.7,5.0,180,0.4,4.2,0.0
"Okra with tomatoes and onion, West Indian, homemade",3.0,7.7,4.7,98,0.6,4.0,0.0
"Okra, boiled in unsalted water",1.8,0.2,1.9,16,0.5,1.4,0.0
"Okra, raw",2.8,1.0,3.0,31,0.5,2.5,0.0
"Okra, stir-fried in corn oil",4.3,26.1,4.4,269,0.8,3.6,0.0
"Olives, green, in brine, drained, flesh and skin",0.9,11.0,Tr,103,0.0,Tr,0.0
"Olives, green, in brine, drained, flesh and skin, weighed with stones",0.7,8.8,Tr,82,0.0,Tr,0.0
"Omelette, cheese, homemade",15.9,22.7,Tr,268,0.0,Tr,232.4
"Omelette, curried, homemade",8.4,36.0,3.5,370,Tr,1.4,282.7
"Omelette, plain, homemade",10.9,16.4,Tr,191,0.0,Tr,303.0
"Omelette, Spanish, homemade",5.6,7.6,5.9,112,2.4,3.2,120.0
"Onion sauce, made with semi-skimmed milk, homemade",3.0,4.7,9.0,88,3.8,4.8,4.5
"Onion sauce, made with skimmed milk, homemade",3.1,3.8,9.0,80,3.8,4.8,3.0
"Onion sauce, made with whole milk, homemade",3.3,5.5,7.8,91,2.6,4.8,10.2
"Onions, baked",1.2,0.2,9.9,43,Tr,7.7,0.0
"Onions, boiled in unsalted water",0.7,0.3,5.4,25,Tr,4.2,0.0
"Onions, dried, raw",8.8,1.2,70.2,309,Tr,54.4,0.0
"Onions, fried in butter",1.2,5.3,11.2,95,0.1,8.6,26.0
"Onions, fried in corn oil",1.2,5.3,11.2,95,0.1,8.6,0.0
"Onions, fried in lard",1.2,5.3,11.2,95,0.1,8.6,0.0
"Onions, fried in rapeseed oil",1.2,5.3,11.2,95,0.1,8.6,0.0
"Onions, fried in sunflower oil",1.2,5.3,11.2,95,0.1,8.6,0.0
"Onions, pickled, drained",0.9,0.2,4.9,24,Tr,3.5,0.0
"Onions, raw",1.0,0.1,8.0,35,Tr,6.2,0.0
"Orange juice, ambient, UHT",0.6,Tr,8.5,34,0.0,8.5,0.0
"Orange juice, chilled",0.9,Tr,8.6,36,0.0,8.6,0.0
"Orange juice, freshly squeezed",0.6,Tr,8.1,33,0.0,8.1,0.0
"Orange juice, freshly squeezed, weighed as whole fruit",0.3,Tr,3.7,15,0.0,3.7,0.0
"Orange roughy, raw",14.7,7.0,0.0,126,0.0,0.0,20.0
"Oranges, flesh only",0.8,0.2,8.2,36,0.0,8.2,0.0
"Oranges, flesh only, weighed with peel and pips",0.8,0.2,5.8,27,0.0,5.8,0.0
"Oregano, dried, ground",9.0,4.3,N,N,N,4.1,0.0
"Oregano, fresh",1.8,0.9,N,N,N,0.8,0.0
"Ortaniques, flesh only",1.0,0.2,11.7,49,0.0,11.7,0.0
"Ovaltine powder, made up with semi-skimmed milk",3.9,1.7,13.4,81,3.9,9.5,N
"Ovaltine powder, made up with skimmed milk",3.9,0.4,13.5,70,3.9,9.6,N
"Ovaltine powder, made up with whole milk",3.8,3.4,13.3,96,3.9,9.4,N
"Ovaltine, powder",7.3,1.9,83.1,358,34.8,48.3,N
"Oxtail, meat only, stewed with added salt",30.5,13.4,0.0,243,0.0,0.0,110.0
"Oxtail, meat only, stewed, weighed with fat and bones",11.6,5.1,0.0,92,0.0,0.0,N
"Oxtail, raw",20.0,10.1,0.0,171,0.0,0.0,75.0
"Oysters, raw",10.8,1.3,2.7,65,Tr,Tr,57.0
"Oysters, raw, weighed with shells",1.5,0.2,0.4,9,Tr,Tr,8.0
"Pak choi, steamed",1.5,0.1,1.9,14,0.4,1.5,0.0
"Pakora, vegetable, takeaway and restaurant",8.4,22.0,16.5,293,15.0,1.5,
"Pakora/bhajia, aubergine, fried in vegetable oil, homemade",7.9,22.5,17.2,294,14.0,2.1,0.0
"Pakora/bhajia, cauliflower, fried in vegetable oil, homemade",9.2,23.9,18.2,320,14.5,2.8,0.0
"Pakora/bhajia, onion, fried in vegetable oil, homemade",11.2,14.7,24.6,270,20.6,3.4,0.0
"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade",8.6,22.3,23.9,325,17.3,2.0,0.0
"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade",12.5,22.7,28.9,355,25.1,1.9,0.0
"Pakora/bhajia, potato, fried in vegetable oil, homemade",9.2,19.6,28.4,315,26.0,1.4,0.0
"Pakora/bhajia, spinach, fried in vegetable oil, homemade",14.6,22.2,30.0,360,26.1,1.9,0.0
"Pakora/bhajia, vegetable, retail",6.4,14.7,21.4,238,17.5,2.4,0.0
"Pakoras, homemade",8.1,8.1,19.7,173,16.5,2.1,0.0
"Pancakes (served with crispy duck), pancakes only, takeaway",7.8,7.9,53.3,305,41.9,5.2,N
"Pancakes, savoury, made with semi-skimmed milk, homemade",6.9,8.4,26.6,203,22.8,3.8,49.0
"Pancakes, savoury, made with skimmed milk, homemade",6.9,7.3,26.7,193,22.8,3.9,47.3
"Pancakes, savoury, wholemeal, made with whole milk, homemade",7.6,10.1,23.4,209,19.5,4.0,53.8
"Pancakes, stuffed with vegetables, homemade",4.1,4.2,15.8,113,11.0,4.4,23.7
"Pancakes, stuffed with vegetables, wholemeal, homemade",4.4,5.0,14.2,115,9.4,4.5,26.0
"Pancakes, sweet, made with semi skimmed milk, homemade",6.3,7.4,37.9,234,20.9,17.0,48.0
"Pancakes, sweet, made with skimmed milk, homemade",6.3,7.4,37.9,234,20.9,17.0,48.0
"Pancakes, sweet, made with whole milk, homemade",6.3,9.7,37.8,254,20.9,16.9,53.6
"Pangasius, flesh only, baked",21.8,2.3,0.0,109,0.0,0.0,52.5
"Pangasius, flesh only, poached",20.5,2.2,0.0,102,0.0,0.0,49.2
"Pangasius, flesh only, raw",14.9,1.6,0.0,74,0.0,0.0,36.0
"Papadums, takeaway",11.5,38.8,28.3,501,28.3,Tr,1.9
"Papaya, flesh only, raw",0.7,0.6,9.5,44,0.0,9.5,0.0
"Papaya, flesh only, raw, weighed with skin and pips",0.4,0.4,5.7,27,0.0,5.7,0.0
"Papaya, unripe, green flesh, raw",0.9,0.1,5.5,27,N,N,0.0
Paprika,14.1,12.9,N,N,N,10.3,0.0
"Paratha, homemade",7.8,14.4,45.8,333,45.1,0.7,34.1
"Parrot fish, raw",19.9,0.4,0.0,83,0.0,0.0,N
"Parsley, dried",15.8,7.0,14.5,181,2.1,12.4,0.0
"Parsley, fresh",3.0,1.3,2.7,34,0.4,2.3,0.0
"Parsnip, boiled in unsalted water",1.2,0.7,14.7,66,10.4,4.3,0.0
"Parsnip, raw",1.8,1.1,12.5,64,6.2,5.7,0.0
"Parsnip, roasted in rapeseed oil",2.4,4.5,28.8,158,20.4,8.4,0.0
"Partridge, meat only, roasted",36.7,7.2,0.0,212,0.0,0.0,N
"Partridge, meat only, roasted, weighed with bone",22.0,4.3,0.0,127,0.0,0.0,N
Passion fruit juice,0.8,0.1,10.7,47,0.0,10.7,0.0
"Passion fruit, flesh and pips",2.6,0.4,5.8,36,0.0,5.8,0.0
"Passion fruit, flesh and pips, weighed with skin",1.7,0.2,3.5,22,0.0,3.5,0.0
"Pasta and sauce mixes, dried, raw",12.8,4.9,70.0,358,61.9,8.1,3.0
"Pasta shapes, coloured, flavoured, dried, raw",11.0,1.6,75.4,341,73.1,2.3,0.0
"Pasta with ham and mushroom sauce, homemade",5.7,5.3,16.2,132,15.3,1.0,17.5
"Pasta with meat and tomato sauce, homemade",6.6,4.1,20.4,140,18.5,1.9,10.7
"Pasta, egg, fresh, filled with cheese and tomato, boiled in unsalted water",8.7,5.9,28.1,193,27.9,0.2,29.1
"Pasta, egg, fresh, filled with cheese only, boiled in unsalted water",10.5,6.7,30.2,216,28.0,2.2,33.1
"Pasta, egg, fresh, filled with green vegetables/herbs and cheese, boiled in unsalted water",8.7,5.8,28.7,195,28.6,0.1,33.0
"Pasta, egg, fresh, filled with meat, boiled in unsalted water",10.1,4.7,31.3,200,30.3,1.0,30.6
"Pasta, egg, fresh, filled with mushrooms, boiled in unsalted water",8.1,4.3,27.1,173,26.4,0.7,21.2
"Pasta, egg, fresh, raw",10.6,2.9,57.0,282,54.9,2.1,15.2
"Pasta, egg, white, dried, raw",12.9,3.6,74.8,365,72.7,2.1,20.1
"Pasta, egg, white, tagliatelle, fresh, boiled in unsalted water",5.8,1.6,30.6,152,30.6,Tr,N
"Pasta, plain, fresh, boiled",6.6,1.5,31.8,159,30.7,0.6,N
"Pasta, ravioli, meat filling, canned in tomato sauce",2.3,1.4,14.8,77,11.4,3.4,1.3
"Pasta, spaghetti, canned, in tomato sauce",2.1,0.3,16.2,72,10.7,5.5,0.0
"Pasta, white,  twists, fusilli, dried, boiled in unsalted water",4.8,0.4,32.9,146,32.3,0.6,0.0
"Pasta, white, dried, boiled in unsalted water",5.5,0.8,37.2,169,36.1,1.1,0.0
"Pasta, white, dried, raw",11.3,1.6,75.6,343,73.5,2.1,0.0
"Pasta, white, spaghetti, dried, boiled in unsalted water",4.4,0.6,31.5,141,30.5,1.0,0.0
"Pasta, white, twists, fusilli, dried, boiled in salted water",5.0,0.7,32.9,150,32.3,0.6,0.0
"Pasta, wholewheat, spaghetti, dried, boiled in unsalted water",5.2,1.1,27.5,134,27.5,Tr,0.0
"Pasta, wholewheat, spaghetti, dried, raw",12.6,2.5,68.3,329,64.4,3.9,0.0
Pastichio,7.0,6.3,17.2,150,15.1,2.8,33.1
"Pastries, Asian",6.3,39.1,43.0,538,20.4,22.6,
"Pastries, chocolate eclairs, cream filled, retail",6.1,28.5,28.2,387,4.2,24.0,136.2
"Pastries, chocolate eclairs, fresh, homemade",4.1,24.7,38.0,381,11.9,26.0,90.9
"Pastries, cream filled, retail",3.3,27.4,41.4,415,14.1,27.3,52.3
"Pastries, Danish, retail",4.9,29.2,43.6,446,26.3,17.3,19.4
"Pastries, Greek, baklava, retail",6.7,25.1,54.1,456,25.1,29.0,20.1
"Pastry, cheese, shortcrust, homemade",13.2,32.4,39.2,491,38.7,0.5,84.5
"Pastry, choux, cooked, homemade",8.4,18.1,31.1,313,30.9,0.2,136.6
"Pastry, choux, uncooked, homemade",5.5,11.8,20.2,203,20.1,0.2,88.8
"Pastry, filo, retail, cooked",10.0,3.8,77.1,363,74.0,3.1,2.0
"Pastry, filo, retail, uncooked",7.6,2.9,58.9,278,56.5,2.4,1.5
"Pastry, flaky, cooked, homemade",5.7,37.4,48.3,540,47.7,0.6,94.9
"Pastry, flaky, uncooked, homemade",4.3,28.3,36.6,409,36.1,0.5,71.9
"Pastry, flaky/puff, retail, cooked",6.7,33.2,42.8,486,40.8,1.9,2.7
"Pastry, flaky/puff, retail, uncooked",5.3,26.2,33.7,384,32.2,1.5,2.1
"Pastry, shortcrust, cooked, homemade",6.6,29.9,57.1,509,56.5,0.6,74.9
"Pastry, shortcrust, retail, cooked",6.9,37.9,47.5,547,46.5,1.0,2.4
"Pastry, shortcrust, retail, uncooked",5.7,31.4,39.4,453,38.5,0.9,2.0
"Pastry, shortcrust, uncooked, homemade",5.7,25.5,48.8,435,48.3,0.5,64.1
"Pastry, wholemeal, cooked, homemade",8.3,30.0,48.9,487,47.8,1.2,74.3
"Pastry, wholemeal, uncooked, homemade",7.2,25.9,42.3,421,41.3,1.0,64.2
"Pasty, vegetable, homemade",4.2,19.1,30.0,301,28.1,1.8,1.2
"Pasty, vegetable, wholemeal, homemade",4.9,15.2,30.7,272,28.8,1.9,37.1
"Pate, liver",12.6,32.7,1.2,349,0.8,0.4,170.0
"Pate, meat, reduced fat",18.0,12.0,3.0,191,1.7,1.3,160.0
"Pate, tuna",16.2,26.8,1.5,312,1.1,0.4,N
"Patra leaves, raw",4.0,1.5,2.6,39,0.4,2.2,0.0
"Pavlova, toffee/chocolate, no fruit",3.8,19.7,47.4,370,0.3,45.3,45.0
"Pavlova, with fruit and cream",2.7,8.3,42.2,244,1.1,41.0,19.0
"Peach melba, homemade",1.7,10.5,18.1,170,0.6,14.9,24.6
"Peaches, canned in juice, whole contents",0.6,Tr,9.7,39,0.0,9.7,0.0
"Peaches, canned in syrup, whole contents",0.5,Tr,14.0,55,0.0,14.0,0.0
"Peaches, flesh and skin, raw, weighed with stone",0.9,0.1,6.8,30,0.0,6.8,0.0
"Peaches, raw, flesh and skin",1.0,0.1,7.6,33,0.0,7.6,0.0
"Peanut brittle, homemade",8.6,19.0,73.8,483,2.1,71.8,11.0
"Peanut butter, smooth",22.8,51.8,13.1,607,6.4,6.7,0.0
Peanuts and raisins,15.4,25.9,37.5,436,3.5,34.0,0.0
"Peanuts, dry roasted",25.7,49.8,10.3,590,6.5,3.8,0.0
"Peanuts, kernel only, plain, unsalted",25.8,46.0,12.5,564,6.3,6.2,0.0
"Peanuts, kernel only, plain, weighed with shells",17.7,31.8,8.6,389,4.3,4.3,0.0
"Peanuts, raisins and chocolate chips",12.4,25.4,44.4,445,2.4,42.0,5.5
"Peanuts, roasted and salted",24.7,53.0,7.1,602,3.3,3.8,0.0
"Pears, average, flesh and skin, raw, weighed with core and stalk",0.3,0.1,9.2,37,0.0,9.2,0.0
"Pears, average, raw, flesh only",0.3,0.1,11.3,44,0.0,11.3,0.0
"Pears, average, stewed with sugar",0.2,0.1,18.8,72,0.0,18.8,0.0
"Pears, average, stewed without sugar",0.3,0.1,9.8,38,0.0,9.8,0.0
"Pears, canned in juice, whole contents",0.3,Tr,8.5,33,0.0,8.5,0.0
"Pears, dried",1.6,0.5,52.4,207,0.0,52.4,0.0
"Pears, Nashi, flesh and skin, raw",0.3,0.1,7.1,29,0.0,7.1,0.0
"Pears, Nashi, flesh and skin, raw, weighed with core",0.3,0.1,6.3,26,0.0,6.3,0.0
"Pears, raw, flesh and skin",0.3,0.1,10.9,43,0.0,10.9,0.0
"Pears, raw, flesh only, peeled, weighed with skin and core",0.2,0.1,7.9,31,0.0,7.9,0.0
"Peas, boiled in unsalted water",6.7,1.6,10.0,79,7.6,1.2,0.0
"Peas, canned in water, re-heated, drained",5.3,0.9,8.0,59,6.3,   1.7,0.0
"Peas, dried, boiled in unsalted water",6.9,0.8,19.9,109,18.2,0.9,0.0
"Peas, dried, raw",21.6,2.4,52.0,303,47.6,2.4,0.0
"Peas, frozen, boiled in unsalted water",5.5,0.7,11.2,70,5.3,5.9,0.0
"Peas, frozen, microwaved",5.7,0.9,10.8,71,4.2,6.6,0.0
"Peas, frozen, raw",5.3,0.7,10.7,68,5.1,5.7,0.0
"Peas, mange-tout, boiled in unsalted water",3.3,0.4,4.2,32,0.5,3.7,0.0
"Peas, mange-tout, raw",3.6,0.2,4.2,32,0.8,3.4,0.0
"Peas, mange-tout, stir-fried in rapeseed oil",2.8,4.9,3.6,69,0.4,3.2,0.0
"Peas, marrowfat, canned, re-heated, drained",6.9,0.8,13.8,87,11.3,0.9,0.0
"Peas, mushy, canned, re-heated",5.8,0.7,13.8,81,10.7,1.7,0.0
"Peas, raw",6.9,1.5,11.3,83,7.0,2.3,0.0
"Peas, split, dried, boiled in unsalted water",8.3,0.9,22.7,126,21.0,0.9,0.0
"Peas, split, dried, raw",22.1,2.4,58.2,328,54.7,1.9,0.0
"Peas, sugar-snap, boiled in unsalted water",3.1,0.3,4.7,33,1.3,3.4,0.0
"Peas, sugar-snap, raw",3.4,0.2,5.0,34,1.3,3.7,0.0
"Pecan nuts, kernel only",9.2,70.1,5.8,689,1.5,4.3,0.0
"Pecan nuts, kernel only, weighed with shells",4.5,34.3,2.8,337,0.7,2.1,0.0
"Peel, mixed",0.3,0.9,  74.1,287,22.9,  51.2,0.0
"Pepper, black",10.4,3.3,N,N,Tr,0.6,0.0
"Pepper, capsicum, red, boiled in unsalted water",0.8,0.1,3.4,17,Tr,3.3,0.0
"Pepper, capsicum, red, raw",0.8,0.2,4.3,21,Tr,4.2,0.0
"Pepper, capsicum, yellow, boiled in unsalted water",0.9,0.3,5.3,26,Tr,5.1,0.0
"Pepper, capsicum, yellow, raw",0.8,0.2,4.6,23,Tr,4.4,0.0
"Pepper, cayenne, ground",12.0,17.3,31.7,318,N,N,0.0
"Pepper, white",10.4,2.1,N,N,Tr,N,0.0
"Peppermint creams, homemade",0.7,Tr,96.9,366,1.0,95.9,0.0
Peppermints,0.5,0.7,102.7,393,0.0,102.7,0.0
"Peppers, capsicum, chilli, green, raw",2.9,0.6,0.7,20,Tr,0.7,0.0
"Peppers, capsicum, chilli, red, raw",1.8,0.3,4.2,26,Tr,4.2,0.0
"Peppers, capsicum, green, boiled in unsalted water",1.0,0.5,2.6,18,0.2,2.3,0.0
"Peppers, capsicum, green, raw",0.8,0.3,2.6,15,0.1,2.4,0.0
"Peppers, green, stuffed with rice, homemade",1.7,1.9,14.4,77,8.7,5.5,0.0
"Peppers, green, stuffed with vegetables, cheese topping, homemade",2.6,5.6,5.2,80,N,N,5.5
"Peppers, stuffed with beef, rice and vegetables, homemade",6.2,4.3,9.2,99,6.5,2.5,14.9
"Pesto sauce, homemade",19.0,46.2,2.4,501,0.5,N,40.8
"Pesto, green",5.6,42.5,3.9,420,1.6,2.3,8.4
"Pesto, red",5.0,30.6,5.9,317,0.7,5.2,6.0
"Pheasant, meat only, roasted",27.9,12.0,0.0,220,0.0,0.0,220.0
"Pheasant, meat only, roasted, weighed with bone",14.5,6.2,0.0,114,0.0,0.0,115.0
"Physalis, fruit only",1.8,0.2,11.1,53,Tr,11.1,0.0
Piccalilli,1.0,0.5,17.6,84,2.8,14.8,0.0
"Pickle, sweet",0.6,0.1,28.0,111,3.4,24.6,0.0
"Pie, apple, one crust, homemade",1.8,9.2,29.0,198,11.0,18.0,0.6
"Pie, apple, pastry top and bottom, homemade",2.9,15.2,32.1,268,18.5,13.6,1.0
"Pie, apple, pastry, double crust, deep filled, retail",3.3,10.9,38.5,256,20.1,18.0,
"Pie, apple, pastry, double crust, retail",3.8,12.9,30.3,245,23.2,7.0,Tr
"Pie, apple, wholemeal, one crust, homemade",2.3,7.7,29.9,190,11.9,18.0,18.5
"Pie, apple, wholemeal, pastry top and bottom, homemade",3.6,12.7,33.6,254,19.9,13.7,31.0
"Pie, banoffee",3.8,20.0,32.9,319,11.4,20.9,N
"Pie, beef, puff or shortcrust pastry, family size, retail",8.9,13.0,18.1,220,16.8,1.2,16.3
"Pie, beef, puff or shortcrust pastry, individual, retail",9.2,17.7,25.5,292,24.3,1.2,23.8
"Pie, cheese and potato, homemade",5.0,7.2,12.6,132,11.1,1.5,37.6
"Pie, chicken and mushroom, single crust, homemade",13.6,10.4,14.3,202,10.8,2.0,36.1
"Pie, chicken, individual, baked",9.0,17.7,24.6,288,23.0,1.6,32.0
"Pie, Cottage, homemade",6.3,6.3,10.4,126,8.7,1.6,15.6
"Pie, Cottage/Shepherd's, reheated",4.5,5.4,11.9,111,10.3,1.6,16.0
"Pie, fish, white fish, homemade",8.6,2.1,12.7,101,11.2,1.5,11.3
"Pie, fish, white fish, retail, baked",6.6,4.8,14.4,124,12.7,1.8,29.0
"Pie, fruit, individual, retail",3.1,13.7,60.0,361,28.9,31.0,Tr
"Pie, fruit, one crust, homemade",2.1,9.1,26.7,190,11.0,15.7,0.6
"Pie, fruit, pastry top and bottom, blackcurrant, homemade",3.2,15.1,31.0,264,18.5,12.5,1.0
"Pie, fruit, pastry top and bottom, homemade",3.1,15.1,30.4,262,18.5,12.0,1.0
"Pie, fruit, wholemeal, one crust, homemade",2.5,7.6,27.6,182,11.9,15.8,18.5
"Pie, fruit, wholemeal, pastry top and bottom, blackcurrant, homemade",3.9,12.5,32.5,250,19.9,12.6,31.0
"Pie, fruit, wholemeal, pastry top and bottom, homemade",4.0,13.9,30.0,253,17.8,12.1,6.9
"Pie, fruit, wholemeal, with pie filling, homemade",4.0,13.6,32.7,261,24.5,8.1,33.7
"Pie, fruit, with pie filling, homemade",3.2,16.4,31.1,277,23.0,8.1,1.0
"Pie, game, homemade",12.2,22.5,34.7,381,31.2,3.4,60.0
"Pie, lemon meringue, retail",2.9,8.5,43.5,251,13.6,29.3,12.2
"Pie, lentil and cheese, homemade",11.0,9.3,14.5,182,12.3,1.5,16.1
"Pie, Quorn and vegetable",7.6,10.4,13.2,174,9.6,3.4,15.6
"Pie, spinach, homemade",6.2,13.3,8.6,177,5.9,2.6,14.4
"Pie, steak and kidney, double crust, homemade",14.6,18.1,22.2,305,21.2,0.9,81.6
"Pie, steak and kidney, single crust, homemade",17.0,13.1,15.3,243,14.7,0.6,106.6
"Pie, turkey, single crust, homemade",13.8,10.4,14.9,205,11.1,2.4,40.7
"Pie, vegetable, homemade",2.9,9.4,17.1,160,15.9,2.8,0.6
"Pie, vegetable, wholemeal, homemade",3.4,7.8,18.0,151,13.2,3.0,18.9
"Pigeon, meat only, roasted",29.0,7.9,0.0,187,0.0,0.0,N
"Pigeon, meat only, roasted, weighed with bone",13.6,3.7,0.0,88,0.0,0.0,N
"Pilaf, rice with spinach, homemade",3.7,1.9,17.8,104,15.7,1.6,0.0
"Pilaf, rice with tomato, homemade",2.9,2.6,27.9,147,26.8,0.9,0.0
"Pilau, egg and potato, brown rice, homemade",4.7,2.8,19.5,117,18.9,1.6,57.0
"Pilau, egg and potato, homemade",4.4,2.5,22.4,124,18.5,1.4,56.9
"Pilau, mushroom, homemade",2.5,3.5,23.9,138,22.9,0.8,8.2
"Pilau, prawn, homemade",5.2,3.2,24.8,149,23.7,0.8,30.4
"Pilau, vegetable, homemade",3.3,1.5,22.6,112,22.3,0.3,4.0
"Pine nuts, kernel only",14.0,68.6,4.0,688,0.1,3.9,0.0
"Pineapple juice, unsweetened",0.3,0.1,10.5,41,0.0,10.5,0.0
"Pineapple, canned in juice, whole contents",0.3,Tr,12.2,47,0.0,12.2,0.0
"Pineapple, canned in syrup, whole contents",0.5,Tr,16.5,64,0.0,16.5,0.0
"Pineapple, dried",3.3,0.7,75.7,303,0.0,75.7,0.0
"Pineapple, flesh only, raw",0.5,0.1,11.4,45,0.0,11.4,0.0
"Pineapple, flesh only, raw, weighed with skin and top",0.2,0.1,5.0,20,0.0,5.0,0.0
"Pinni, homemade",5.4,31.4,59.5,527,18.5,40.9,62.8
"Pistachio nuts, kernel only, roasted and salted",17.9,55.4,8.2,601,2.5,5.7,0.0
"Pistachio nuts, kernel only, roasted and salted, weighed with shells",9.9,30.5,4.6,331,1.4,3.2,0.0
"Pizza base, raw",7.8,4.8,57.5,290,54.1,3.4,N
"Pizza, cheese and tomato, retail",12.2,9.8,36.1,272,32.2,3.9,19.1
"Pizza, chicken topped, retail",13.4,8.3,31.3,246,29.2,2.1,N
"Pizza, fish topped, takeaway",13.3,7.5,28.0,226,26.2,2.0,25.4
"Pizza, ham and pineapple, retail",13.5,8.6,34.4,260,31.3,3.1,N
"Pizza, meat topped, retail and takeaway",13.2,10.3,29.1,255,27.3,1.8,19.3
"Pizza, tomato, homemade",3.3,10.6,22.6,193,19.6,3.0,0.0
"Pizza, vegetarian, retail and takeaway",10.8,6.9,29.6,216,26.9,2.4,N
"Plaice, flesh only, baked",21.3,1.6,0.0,99,0.0,0.0,85.7
"Plaice, flesh only, raw",16.4,1.2,0.0,76,0.0,0.0,66.0
"Plaice, flesh only, steamed",19.5,1.4,0.0,91,0.0,0.0,78.5
"Plaice, flesh only, steamed, fillets weighed with bones and skin",14.5,1.1,0.0,68,0.0,0.0,58.4
"Plaice, in batter, fried in blended oil",15.2,16.8,12.0,257,12.0,Tr,N
"Plaice, in batter, fried in retail blend oil",15.2,16.8,12.0,257,12.0,Tr,60.0
"Plaice, in batter, fried in sunflower oil",15.2,16.8,12.0,257,12.0,Tr,60.0
"Plaice, in breadcrumbs, baked",14.4,11.6,21.5,243,20.2,1.3,39.0
"Plantain, boiled in unsalted water, flesh only",0.8,0.2,28.5,112,23.0,5.5,0.0
"Plantain, green flesh, raw",1.1,0.3,29.4,117,23.7,5.7,0.0
"Plantain, ripe, fried in rapeseed oil",1.5,9.2,47.5,267,36.0,11.5,0.0
"Plums, average, flesh and skin, stewed with sugar, weighed with stones",0.5,0.1,17.0,67,0.0,17.0,0.0
"Plums, average, flesh and skin, stewed without sugar",0.5,0.1,7.3,30,0.0,7.3,0.0
"Plums, average, flesh and skin, stewed without sugar, weighed with stones",0.5,0.1,6.9,29,0.0,6.9,0.0
"Plums, average, stewed with sugar, flesh and skin",0.5,0.1,17.9,70,0.0,17.9,0.0
"Plums, dessert, flesh and skin, raw",0.6,0.3,9.7,41,0.0,9.7,0.0
"Plums, dessert, flesh and skin, raw, weighed with stones",0.6,0.2,9.4,40,0.0,9.4,0.0
"Plums, Victoria, flesh and skin, raw",0.6,0.1,9.6,39,0.0,9.6,0.0
"Plums, Victoria, flesh and skin, raw, weighed with stones",0.5,0.1,9.0,37,0.0,9.0,0.0
"Plums, Victoria, stewed without sugar",0.5,0.1,8.3,34,0.0,8.3,0.0
"Plums, Victoria, stewed without sugar, weighed with stones",0.5,0.1,7.9,33,0.0,7.9,0.0
"Plums, yellow, flesh and skin, raw",0.5,0.1,5.9,25,0.0,5.9,0.0
"Plums, yellow, flesh and skin, raw, weighed with stones",0.5,0.1,5.7,24,0.0,5.7,0.0
"Polenta, hydrated, raw",1.9,0.4,15.2,68,15.2,Tr,0.0
"Pollock, Alaskan, flesh only, baked",28.2,1.2,0.0,124,0.0,0.0,84.5
"Pollock, Alaskan, flesh only, raw",16.4,0.7,0.0,72,0.0,0.0,49.0
"Pollock, Alaskan, flesh only, steamed",27.4,1.2,0.0,120,0.0,0.0,82.1
Pomegranate juice drink,0.2,Tr,11.6,44,0.0,11.6,0.0
"Pomegranate, flesh and pips",1.3,0.2,11.8,51,0.0,11.8,0.0
"Pomegranate, flesh and pips, weighed with skin",0.9,0.1,7.7,33,0.0,7.7,0.0
"Pomelo, flesh only",0.6,0.2,6.8,30,0.0,6.8,0.0
"Pomelo, flesh only, weighed with peel and pips",0.4,0.1,4.1,18,0.0,4.1,0.0
"Pomfret, black, raw",18.8,2.6,0.0,99,0.0,0.0,N
"Pomfret, white, raw",18.3,2.1,0.0,92,0.0,0.0,N
"Popcorn, candied",6.9,23.8,60.7,469,45.7,15.0,0.0
